Time,Heater1,Heater2,Airfresh,Multiplug,Com_A,Com_B,Com_C,Temp,Weather,People_A,People_B,People_C,People,Total_consumption
4,0,0,2,45,3,82,6,1.3,0,0,0,0,0,138
5,0,0,2,69,3,82,5,-0.3,0,0,0,0,0,161
6,0,0,2,35,3,81,5,-0.3,0,0,0,0,0,126
7,0,0,2,26,3,82,6,-0.6,2,0,0,0,0,119
8,0,0,2,30,3,82,5,-0.8,2,0,0,0,0,122
9,0,0,2,35,3,81,5,-0.3,2,0,0,0,0,126
10,0,0,2,35,3,82,6,0.2,2,0,0,0,0,128
11,0,0,3,58,102,78,47,1.1,0,1,1,0,1,288
12,0,0,5,62,148,163,153,1.3,0,1,1,1,1,531
13,0,0,5,40,151,156,147,1.4,0,1,1,1,1,499
14,0,0,5,37,154,263,89,2.2,0,1,0,1,1,548
15,0,0,5,35,145,152,157,2.7,0,0,1,1,1,494
16,0,0,5,35,152,182,212,2.3,0,1,1,1,1,586
17,0,0,5,37,152,159,172,0.3,0,1,1,1,1,525
18,0,0,4,38,142,109,110,-0.4,0,0,0,0,0,403
19,0,0,5,39,143,119,142,-0.5,0,0,0,0,0,448
20,0,0,5,39,145,117,139,1.5,2,1,0,1,1,445
21,0,0,5,39,148,11,169,1,0,1,0,1,1,372
22,0,0,5,39,145,10,234,0.1,0,1,0,1,1,433
23,0,0,5,39,151,11,197,-0.8,0,1,0,1,1,403
0,0,0,5,38,142,14,23,-1.5,0,1,0,0,1,222
1,0,0,4,81,139,10,21,-2.2,0,1,0,0,1,255
2,0,0,2,66,8,7,5,-3.2,0,0,0,0,0,88
3,0,0,2,33,4,8,6,-4.1,0,0,0,0,0,53
4,0,0,2,23,4,8,5,-4.3,0,0,0,0,0,42
5,0,0,2,33,4,7,3,-4.8,0,0,0,0,0,49
6,0,0,2,33,4,8,5,-5.7,0,0,0,0,0,52
7,0,0,2,21,3,7,6,-6.4,0,0,0,0,0,39
8,0,0,2,32,3,8,8,-7,0,0,0,0,0,53
9,2,11,3,35,3,6,13,-6.8,0,0,0,1,1,73
10,0,231,5,37,4,11,144,-6.3,0,0,0,1,1,432
11,0,763,5,31,3,13,148,-6,0,0,1,1,1,963
12,0,383,5,45,134,72,87,-6,0,1,1,1,1,726
13,0,381,5,67,133,112,149,-5.9,0,0,1,1,1,847
14,1305,245,4,39,146,173,144,-5.6,0,1,1,1,1,2056
15,1865,0,4,40,152,169,144,-5.8,0,1,1,1,1,2374
16,518,0,5,39,151,168,144,-6.1,0,0,1,1,1,1025
17,0,0,5,40,152,154,152,-6.7,0,1,0,1,1,503
18,0,0,5,53,137,194,185,-7.3,0,1,1,0,1,574
19,0,0,5,65,146,10,146,-7.9,0,1,0,0,1,372
20,0,0,5,39,147,11,184,-8.8,0,1,0,0,1,386
21,0,0,5,39,149,11,149,-9.1,0,1,0,1,1,353
22,0,0,5,67,82,7,153,-9.4,0,1,0,1,1,314
23,0,0,2,48,4,13,95,-9.7,0,0,0,1,1,162
0,0,0,2,21,3,7,23,-10.4,0,0,0,0,0,56
1,0,0,2,33,3,7,22,-10.8,0,0,0,0,0,67
2,0,0,2,32,4,8,23,-11.3,0,0,0,0,0,69
3,0,0,2,21,3,7,23,-11.7,0,0,0,0,0,56
4,0,0,2,30,4,8,22,-12.2,0,0,0,0,0,66
5,0,0,2,30,3,12,23,-12.4,0,0,0,0,0,70
6,0,0,2,21,3,7,22,-12.5,0,0,0,0,0,55
7,0,0,2,30,4,4,23,-12.6,0,0,0,0,0,63
8,0,0,2,27,3,8,22,-12.4,0,0,0,0,0,62
9,0,0,2,24,3,8,23,-12.2,0,0,0,0,0,60
10,0,246,2,34,3,7,5,-11.3,0,0,0,1,1,297
11,0,167,4,37,137,96,150,-10.7,0,1,1,1,1,591
12,0,0,5,36,146,165,145,-9.4,0,0,0,0,0,497
13,0,0,5,39,148,155,231,-9.1,0,1,0,1,1,578
14,0,0,5,39,149,154,147,-8.7,0,1,1,1,1,494
15,0,0,5,39,150,155,161,-8.3,0,1,1,1,1,510
16,0,0,5,40,149,155,160,-9,0,1,1,1,1,509
17,0,0,5,39,153,111,158,-9.7,0,1,1,1,1,466
18,0,0,5,40,150,265,69,-10.5,0,1,1,0,1,529
19,0,0,5,38,156,11,144,-10.7,0,1,0,0,1,354
20,0,0,5,39,154,11,193,-10.8,0,1,0,0,1,402
21,0,0,5,77,150,3,223,-10.6,0,1,0,1,1,458
22,0,0,5,43,25,11,153,-10.7,0,0,0,1,1,237
23,0,0,3,31,3,2,80,-10.9,0,0,0,1,1,119
0,0,0,2,34,3,8,6,-10.8,0,0,0,0,0,53
1,0,0,2,34,3,7,5,-12.4,0,0,0,0,0,51
2,0,0,2,34,3,8,6,-13.1,0,0,0,0,0,53
3,0,0,2,34,3,8,5,-13.3,0,0,0,0,0,52
4,0,0,2,21,3,12,6,-12.3,0,0,0,0,0,44
5,0,0,2,34,3,1,5,-13.1,0,0,0,0,0,45
6,0,0,2,33,3,7,5,-13.3,0,0,0,0,0,50
7,0,0,2,23,3,8,5,-11.3,0,0,0,0,0,41
8,0,0,2,32,3,7,6,-13.2,0,0,0,0,0,50
9,0,0,2,33,3,8,5,-11,0,0,0,0,0,51
10,0,0,2,51,3,11,6,-8.6,0,0,0,0,0,73
11,0,0,2,49,3,9,5,-7.8,0,0,0,0,0,68
12,0,0,2,33,3,7,5,-7.1,0,0,0,0,0,50
13,0,0,2,21,3,8,6,-5.7,0,0,0,0,0,40
14,0,0,2,34,3,8,5,-5,0,0,0,0,0,52
15,0,0,2,33,3,9,6,-2.1,0,0,0,0,0,53
16,0,0,2,21,3,2,5,-2.2,0,0,0,0,0,33
17,0,0,2,33,3,8,6,-5.4,0,0,0,0,0,52
18,0,0,2,33,3,7,5,-5.9,0,0,0,0,0,50
19,0,0,2,21,3,10,5,-6.9,0,0,0,0,0,41
20,0,0,2,33,3,11,6,-8.7,0,0,0,0,0,55
21,0,0,2,33,3,8,5,-9,0,0,0,0,0,51
22,0,0,2,21,3,7,47,-9.4,0,0,0,0,0,80
23,0,0,2,38,3,8,147,-9.3,0,0,0,1,1,198
0,0,0,2,35,3,7,5,-10,0,0,0,0,0,52
1,0,0,2,34,3,8,6,-10.4,0,0,0,0,0,53
2,0,0,2,21,3,8,5,-10.7,0,0,0,0,0,39
3,0,0,2,33,3,7,5,-10.8,0,0,0,0,0,50
4,0,0,2,33,3,9,5,-10.7,0,0,0,0,0,52
5,0,0,2,21,3,6,6,-10.9,0,0,0,0,0,38
6,0,0,2,33,3,10,5,-11,0,0,0,0,0,53
7,0,0,2,32,3,7,6,-11.2,0,0,0,0,0,50
8,0,0,2,21,3,8,5,-11.4,0,0,0,0,0,39
9,0,0,2,33,3,7,5,-10,0,0,0,0,0,50
10,0,0,2,21,3,8,6,-5.7,0,0,0,0,0,40
11,0,0,2,33,3,8,5,-3.1,0,0,0,0,0,51
12,0,0,2,33,3,6,12,-2.5,0,0,0,0,0,56
13,0,393,5,34,3,11,161,-1.6,0,0,0,1,1,607
14,0,169,5,25,3,10,68,-1.1,0,0,0,1,1,280
15,0,0,5,38,3,11,123,0.1,0,0,0,1,1,180
16,0,0,5,38,3,10,142,0,0,0,0,1,1,198
17,0,0,4,37,3,13,270,-1.5,0,0,0,1,1,327
18,0,0,2,35,3,8,19,-4.2,0,0,0,0,0,67
19,0,0,2,32,3,7,19,-5.6,0,0,0,0,0,63
20,0,0,2,23,3,4,19,-6.3,0,0,0,0,0,51
21,0,0,2,34,3,8,19,-6.6,0,0,0,0,0,66
22,0,0,2,33,3,7,19,-6.4,0,0,0,0,0,64
23,0,0,2,47,3,8,19,-5.4,0,0,0,0,0,79
0,0,0,2,55,3,7,19,-7.2,0,0,0,0,0,86
1,0,0,2,32,3,8,20,-8.1,0,0,0,0,0,65
2,0,0,2,22,3,7,19,-8.6,0,0,0,0,0,53
3,0,0,2,33,3,8,19,-8.8,0,0,0,0,0,65
4,0,0,2,21,3,8,19,-9,0,0,0,0,0,53
5,0,0,2,32,3,7,16,-9.1,0,0,0,0,0,60
6,0,0,2,32,3,8,5,-9.4,0,0,0,0,0,50
7,0,0,2,21,3,7,6,-9.2,0,0,0,0,0,39
8,0,0,2,31,3,8,6,-9.4,0,0,0,0,0,50
9,0,0,3,31,110,8,5,-7.8,0,1,0,0,1,157
10,0,0,5,59,137,58,39,-4.5,0,1,1,0,1,298
11,0,0,5,51,143,153,136,-2.5,0,1,1,1,1,488
12,1685,0,5,39,141,163,128,-2.1,0,1,1,1,1,2161
13,1873,0,4,39,149,170,148,-0.8,0,1,1,1,1,2383
14,133,0,5,39,140,129,149,0,0,1,1,1,1,595
15,0,0,5,39,150,331,167,2.4,0,1,1,1,1,692
16,0,0,5,39,143,174,89,1.3,0,1,1,1,1,450
17,0,0,5,40,142,154,155,-1.2,0,1,1,1,1,496
18,0,0,5,40,114,37,147,-3.9,0,1,0,0,1,343
19,0,0,3,37,3,5,134,-5.2,0,0,0,1,1,182
20,0,0,4,38,3,9,87,-5.3,0,0,0,1,1,141
21,0,0,5,39,3,10,197,-6.7,0,0,0,1,1,254
22,0,0,4,36,3,10,141,-7,0,0,0,1,1,194
23,0,0,3,32,3,11,52,-7,0,0,0,0,0,101
0,0,0,2,29,3,7,4,-7.2,0,0,0,0,0,45
1,0,0,2,35,3,8,5,-7.5,0,0,0,0,0,53
2,0,0,2,34,3,8,6,-7.9,0,0,0,0,0,53
3,0,0,2,34,3,7,5,-8.2,0,0,0,0,0,51
4,0,0,2,21,3,13,6,-8.6,0,0,0,0,0,45
5,0,0,2,34,3,8,10,-8.6,0,0,0,0,0,57
6,0,0,2,33,3,7,6,-9,0,0,0,0,0,51
7,0,0,2,21,3,8,5,-9.3,0,0,0,0,0,39
8,0,0,2,33,3,7,5,-9.6,0,0,0,0,0,50
9,0,0,2,33,3,8,6,-8,0,0,0,0,0,52
10,1453,95,4,32,3,78,3,-3,0,0,1,0,1,1668
11,1891,0,5,33,3,170,22,-1.5,0,0,1,0,1,2124
12,1895,0,5,35,3,163,23,0.2,0,0,1,0,1,2124
13,1554,0,5,38,38,173,23,2,0,1,1,0,1,1831
14,0,0,5,40,155,174,68,3.3,0,1,1,1,1,442
15,0,0,5,42,152,174,159,4.3,0,1,1,1,1,532
16,0,0,5,40,157,168,162,3,0,1,1,1,1,532
17,0,0,5,40,159,161,155,0.3,0,1,1,1,1,520
18,0,0,5,70,137,0,14,-2,0,1,1,0,1,226
19,0,0,5,64,3,159,156,-1.5,0,0,1,1,1,387
20,0,0,5,39,3,11,158,-2,0,0,0,1,1,216
21,0,0,5,39,3,11,160,-3.6,0,0,0,1,1,218
22,0,0,5,39,3,10,218,-5.1,0,0,0,1,1,275
23,0,0,4,38,3,13,130,-5.3,0,0,0,1,1,188
0,0,0,2,34,3,8,12,-5.5,0,0,0,0,0,59
1,0,0,2,21,3,7,6,-5.9,0,0,0,0,0,39
2,0,0,2,34,3,8,5,-6.3,0,0,0,0,0,52
3,0,0,2,33,3,8,8,-4.1,0,0,0,0,0,54
4,0,0,2,21,3,7,5,-2.7,0,0,0,0,0,38
5,0,0,2,33,3,8,5,-0.4,0,0,0,0,0,51
6,0,0,2,33,3,4,6,-1.3,0,0,0,0,0,48
7,0,0,2,22,3,8,5,-2.5,0,0,0,0,0,40
8,0,0,2,32,3,9,5,-3.1,0,0,0,0,0,51
9,0,2,4,36,15,7,133,-3.4,0,0,0,1,1,197
10,0,403,5,91,157,10,187,-2,0,1,0,1,1,853
11,151,0,5,53,143,11,144,-1,0,0,0,1,1,507
12,1901,0,5,30,148,29,142,-0.3,0,1,1,1,1,2255
13,1534,0,4,30,139,0,164,0.1,0,1,1,1,1,1871
14,0,0,5,39,147,151,231,0.6,0,1,1,1,1,573
15,0,0,5,39,154,146,227,0.5,0,1,1,1,1,571
16,0,0,5,39,151,257,264,-0.2,0,1,1,1,1,716
17,0,0,4,39,151,95,154,-1.6,0,1,1,1,1,443
18,0,0,5,67,78,68,26,-1.9,0,1,1,1,1,244
19,0,0,4,53,12,10,136,-2.4,0,0,0,1,1,215
20,0,0,5,38,12,10,186,-3.4,0,0,0,1,1,251
21,0,0,5,38,12,21,213,-6.2,0,0,0,1,1,289
22,0,0,2,35,12,3,57,-6.9,0,0,0,0,0,109
23,0,0,2,21,12,8,6,-7,0,0,0,0,0,49
0,0,0,2,34,12,13,5,-7.3,0,0,0,0,0,66
1,0,0,2,34,12,8,6,-8.2,0,0,0,0,0,62
2,0,0,2,33,12,4,6,-8.7,0,0,0,0,0,57
3,0,0,2,21,12,7,5,-8.8,0,0,0,0,0,47
4,0,0,2,33,12,6,8,-8.8,0,0,0,0,0,61
5,0,0,2,33,12,8,5,-9.3,0,0,0,0,0,60
6,0,0,2,21,12,7,6,-9.5,0,0,0,0,0,48
7,0,0,2,33,12,8,5,-9.7,0,0,0,0,0,60
8,0,0,2,33,12,7,5,-10.1,0,0,0,0,0,59
9,22,0,2,21,23,9,8,-8.3,0,0,0,0,0,85
10,1893,0,5,36,155,34,22,-3.6,0,1,0,0,1,2145
11,1675,0,2,76,148,0,0,-0.9,0,1,1,0,1,1901
12,0,0,2,54,143,155,23,-0.1,0,1,1,1,1,377
13,0,0,2,39,144,148,60,0.7,0,1,1,1,1,393
14,0,0,2,39,153,198,172,1.4,0,1,1,1,1,564
15,0,0,2,39,143,143,164,2.2,0,1,1,1,1,491
16,0,0,2,39,105,144,193,2.1,0,1,1,1,1,483
17,0,0,2,76,12,150,155,-1.5,0,0,1,1,1,395
18,0,0,2,39,12,147,244,-2,0,0,1,1,1,444
19,0,0,2,37,12,153,154,-0.9,0,0,1,1,1,358
20,0,0,2,37,12,147,143,-0.1,0,0,1,1,1,341
21,0,0,2,37,12,147,167,-0.7,0,0,1,1,1,365
22,0,0,2,37,12,224,151,-2.4,0,0,1,1,1,426
23,0,0,2,35,12,40,35,-1.8,0,0,1,1,1,124
0,0,0,2,21,12,7,5,-1.8,0,0,0,0,0,47
1,0,0,2,34,12,8,6,-0.9,0,0,0,0,0,62
2,0,0,2,34,12,7,5,-1.5,0,0,0,0,0,60
3,0,0,2,33,12,8,6,-4.6,0,0,0,0,0,61
4,0,0,2,21,12,8,5,-5.3,0,0,0,0,0,48
5,0,0,2,33,12,7,6,-3.9,0,0,0,0,0,60
6,0,0,2,33,12,13,5,-3.3,0,0,0,0,0,65
7,0,0,2,21,12,3,5,-4.5,0,0,0,0,0,43
8,0,0,2,33,12,11,6,-5.5,0,0,0,0,0,64
9,0,0,2,33,12,9,22,-4.8,0,0,0,0,0,78
10,0,0,5,28,12,11,24,-2.4,0,0,0,1,1,80
11,0,0,5,31,12,12,145,0.2,0,0,0,1,1,205
12,0,0,6,38,12,12,154,0.9,0,0,0,0,0,222
13,0,0,5,38,12,11,151,1.8,0,0,0,1,1,217
14,0,0,5,39,12,3,162,2.1,0,0,0,1,1,221
15,0,0,5,39,12,11,279,2.2,0,0,0,1,1,346
16,0,0,5,38,12,11,152,2,0,0,0,1,1,218
17,0,0,5,38,11,11,63,0.4,0,0,0,0,0,128
18,0,0,5,38,11,11,22,-0.9,0,0,0,0,0,87
19,0,0,3,36,11,15,23,-1.2,0,0,0,0,0,88
20,0,0,2,21,11,8,5,-1.1,0,0,0,0,0,47
21,0,0,2,35,11,7,6,-1.6,0,0,0,0,0,61
22,0,0,2,34,11,8,5,-5.1,0,0,0,0,0,60
23,0,0,2,34,11,8,6,-6.6,0,0,0,0,0,61
0,0,0,2,25,11,7,5,-7,0,0,0,0,0,50
1,0,0,2,30,11,8,5,-7.5,0,0,0,0,0,56
2,0,0,2,34,11,8,6,-5.7,0,0,0,0,0,61
3,0,0,2,34,11,7,5,-4.8,0,0,0,0,0,59
4,0,0,2,21,11,13,6,-5.3,0,0,0,0,0,53
5,0,0,2,34,11,7,5,-4.1,0,0,0,0,0,59
6,0,0,2,33,11,8,6,-4.4,0,0,0,0,0,60
7,0,0,2,21,11,8,5,-4.6,0,0,0,0,0,47
8,0,0,2,33,11,7,5,-4.3,0,0,0,0,0,58
9,0,0,2,33,11,8,6,-2.5,0,0,0,0,0,60
10,0,0,2,21,11,7,5,-0.7,0,0,0,0,0,46
11,0,0,2,33,11,8,5,0.3,0,0,0,0,0,59
12,0,0,2,33,11,8,6,0.9,0,0,0,0,0,60
13,0,0,2,21,11,9,5,1.8,0,0,0,0,0,48
14,0,0,6,36,11,2,44,2.3,0,0,0,1,1,99
15,0,0,5,38,11,12,139,2.4,0,0,0,1,1,205
16,0,0,5,38,11,11,145,3,0,0,0,1,1,210
17,0,0,4,37,11,16,220,0.1,0,0,0,1,1,288
18,0,0,2,34,11,10,6,-1.9,0,0,0,0,0,63
19,0,0,2,29,11,7,5,-3,0,0,0,0,0,54
20,0,0,2,26,11,8,6,-3.2,0,0,0,0,0,53
21,0,0,2,33,11,7,5,-3.9,0,0,0,0,0,58
22,0,0,2,31,11,8,7,-3.3,0,0,0,0,0,59
23,0,0,2,23,11,8,5,-3,0,0,0,0,0,49
